 ElementName  ElementType     s       betax    alphax     betay    alphay      etax      etaxp     yAper     xAper  
                              m         m                   m                   m                    m         m    
--------------------------------------------------------------------------------------------------------------------
 DFCH         DRIF         414.563940   6.427358  -2.973216  25.440242  -1.201271  0.000497   0.000263  0.007212  0.009917 
 DH4BG6B      DRIF         414.627600   6.812112  -3.070677  25.593577  -1.207385  0.000514   0.000263  0.007233  0.010209 
 SH4G6C15B    SEXT         414.827600   8.101621  -3.376868  26.080372  -1.226591  0.000566   0.000263  0.007302  0.011134 
 DH4AG6B      DRIF         414.917200   8.719047  -3.514042  26.300948  -1.235195  0.000590   0.000263  0.007333  0.011550 
 PH2G6C15B    MONI         414.917200   8.719047  -3.514042  26.300948  -1.235195  0.000590   0.000263  0.007333  0.011550 
 DBPM11       DRIF         414.990100   9.239530  -3.625649  26.481550  -1.242196  0.000609   0.000263  0.007358  0.011890 
 QH3G6C15B    QUAD         415.265100   12.776029  -9.783191  23.839426  10.432754  0.000723   0.000572  0.006981  0.013982 
 DH3BG6B      DRIF         415.447600   16.599012  -11.164663  20.184932  9.591868  0.000827   0.000572  0.006424  0.015937 
 SH3G6C15B    SEXT         415.647600   21.367666  -12.678605  16.532489  8.670350  0.000941   0.000572  0.005813  0.018082 
 DH3AG6B      DRIF         415.837600   26.458802  -14.116850  13.404090  7.794907  0.001050   0.000572  0.005235  0.020121 
 QH2G6C15B    QUAD         416.285600   31.024583  4.953372  10.358699  -0.338079  0.001142   -0.000172  0.004602  0.021788 
 DH2BG6B      DRIF         416.770100   26.417977  4.554587  10.711549  -0.390197  0.001059   -0.000172  0.004679  0.020105 
 DSCH         DRIF         416.870100   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 CH1YG6C15B   VKICK        416.870100   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 CH1XG6C15B   HKICK        416.870100   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 DSCH         DRIF         416.970100   24.629066  4.389969  10.871930  -0.411711  0.001024   -0.000172  0.004714  0.019413 
 DH2AG6B      DRIF         417.090100   23.587325  4.291199  10.972290  -0.424620  0.001004   -0.000172  0.004736  0.018998 
 QH1G6C15B    QUAD         417.365100   22.361645  0.236717  10.689530  1.436380  0.000980   -0.000000  0.004675  0.018497 
 DH1AG6B      DRIF         417.442190   22.325428  0.233076  10.469772  1.414289  0.000980   -0.000000  0.004626  0.018482 
 PH1G6C15B    MONI         417.442190   22.325428  0.233076  10.469772  1.414289  0.000980   -0.000000  0.004626  0.018482 
 DBPM12       DRIF         417.527600   22.285959  0.229043  10.230273  1.389814  0.000980   -0.000000  0.004573  0.018466 
 SH1G6C15B    SEXT         417.727600   22.196231  0.219598  9.685810  1.332502  0.000980   -0.000000  0.004450  0.018429 
 GEG6C15B     MULT         417.727600   22.196231  0.219598  9.685810  1.332502  0.000980   -0.000000  0.004450  0.018429 
 GSG1C16A     MULT         417.727600   22.196231  0.219598  9.685810  1.332502  0.000980   -0.000000  0.004450  0.018429 
 DH2G1A       DRIF         418.168500   22.011770  0.198776  8.566515  1.206158  0.000980   -0.000000  0.004185  0.018352 
 DFT          DRIF         418.190500   22.003047  0.197737  8.513583  1.199854  0.000980   -0.000000  0.004172  0.018349 
 FH1G1C16A    MARK         418.190500   22.003047  0.197737  8.513583  1.199854  0.000980   -0.000000  0.004172  0.018349 
 DFT          DRIF         418.212500   21.994369  0.196698  8.460928  1.193549  0.000980   -0.000000  0.004159  0.018345 
 DH01G1A      DRIF         422.377600   21.175102  0.000000  3.489676  0.000000  0.000980   -0.000000  0.002671  0.018000 
 MK4G1C16A    MARK         422.377600   21.175102  0.000000  3.489676  0.000000  0.000980   -0.000000  0.002671  0.018000 
 DH02G1A      DRIF         426.671390   22.045777  -0.202775  8.772869  -1.230427  0.000980   -0.000000  0.004235  0.018366 
 DFT          DRIF         426.693390   22.054722  -0.203814  8.827147  -1.236731  0.000980   -0.000000  0.004248  0.018370 
 FH2G1C16A    MARK         426.693390   22.054722  -0.203814  8.827147  -1.236731  0.000980   -0.000000  0.004248  0.018370 
 DFT          DRIF         426.715390   22.063713  -0.204853  8.881702  -1.243035  0.000980   -0.000000  0.004261  0.018374 
 DH1G1A       DRIF         427.027600   22.196231  -0.219598  9.685810  -1.332502  0.000980   -0.000000  0.004450  0.018429 
 GEG1C16A     MULT         427.027600   22.196231  -0.219598  9.685810  -1.332502  0.000980   -0.000000  0.004450  0.018429 
 GSG2C16A     MULT         427.027600   22.196231  -0.219598  9.685810  -1.332502  0.000980   -0.000000  0.004450  0.018429 
 SH1G2C16A    SEXT         427.227600   22.285959  -0.229043  10.230273  -1.389814  0.000980   -0.000000  0.004573  0.018466 
 DH1AG2A      DRIF         427.312600   22.325237  -0.233057  10.468612  -1.414171  0.000980   -0.000000  0.004626  0.018482 
 PH1G2C16A    MONI         427.312600   22.325237  -0.233057  10.468612  -1.414171  0.000980   -0.000000  0.004626  0.018482 
 DBPM01       DRIF         427.390100   22.361645  -0.236717  10.689530  -1.436380  0.000980   -0.000000  0.004675  0.018497 
 QH1G2C16A    QUAD         427.665100   23.587325  -4.291199  10.972290  0.424620  0.001004   0.000172  0.004736  0.018998 
 DH2AG2A      DRIF         427.810100   24.849079  -4.410547  10.851412  0.409022  0.001029   0.000172  0.004710  0.019499 
 SQHHG2C16A   QUAD         427.910100   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 CH1XG2C16A   HKICK        427.910100   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 CH1YG2C16A   VKICK        427.910100   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 SQHHG2C16A   QUAD         428.010100   26.646221  -4.575164  10.692106  0.387508  0.001063   0.000172  0.004675  0.020192 
 DH2BG2A      DRIF         428.469600   31.024583  -4.953372  10.358699  0.338079  0.001142   0.000172  0.004602  0.021788 
 QH2G2C16A    QUAD         428.917600   26.458802  14.116850  13.404090  -7.794907  0.001050   -0.000572  0.005235  0.020121 
 DH3AG2A      DRIF         429.107600   21.367666  12.678605  16.532489  -8.670350  0.000941   -0.000572  0.005813  0.018082 
 SH3G2C16A    SEXT         429.307600   16.599012  11.164663  20.184932  -9.591868  0.000827   -0.000572  0.006424  0.015937 
 DH3BG2A      DRIF         429.490100   12.776029  9.783191  23.839426  -10.432754  0.000723   -0.000572  0.006981  0.013982 
 QH3G2C16A    QUAD         429.765100   9.239530  3.625649  26.481550  1.242196  0.000609   -0.000263  0.007358  0.011890 
 DH4AG2A      DRIF         429.837620   8.721718  3.514624  26.301887  1.235232  0.000590   -0.000263  0.007333  0.011552 
 PH2G2C16A    MONI         429.837620   8.721718  3.514624  26.301887  1.235232  0.000590   -0.000263  0.007333  0.011552 
 DBPM02       DRIF         429.927600   8.101621  3.376868  26.080372  1.226591  0.000566   -0.000263  0.007302  0.011134 
 SH4G2C16A    SEXT         430.127600   6.812112  3.070677  25.593577  1.207385  0.000514   -0.000263  0.007233  0.010209 
 DH4BG2A      DRIF         430.376100   5.380526  2.690234  24.999437  1.183521  0.000448   -0.000263  0.007149  0.009073 
 DFCH         DRIF         430.526100   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 CH2XG2C16A   HKICK        430.526100   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 CH2YG2C16A   VKICK        430.526100   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 DFCH         DRIF         430.676100   3.904172  2.230946  24.297967  1.154711  0.000370   -0.000263  0.007048  0.007729 
 GEG2C16A     MULT         430.676100   3.904172  2.230946  24.297967  1.154711  0.000370   -0.000263  0.007048  0.007729 
 DH4CG3A      DRIF         430.707600   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 GSG3C16A     MULT         430.707600   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 MK1G3C16A    MARK         430.707600   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 B1G3C16A     SBEN         433.327600   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 GEG3C16A     MULT         433.327600   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 GSG4C16A     MULT         433.327600   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 DM1AG4A      DRIF         433.828600   5.028296  -2.588070  17.665105  0.924317  0.189113   0.104553  0.006009  0.011450 
 DSCH         DRIF         433.928600   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 CM1XG4C16A   HKICK        433.928600   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 CM1YG4C16A   VKICK        433.928600   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 DSCH         DRIF         434.028600   6.124762  -2.894262  17.299577  0.903323  0.210023   0.104553  0.005947  0.012676 
 DM1BG4A      DRIF         434.302600   7.825755  -3.313744  16.812437  0.874560  0.238671   0.104553  0.005863  0.014367 
 QM1G4C16A    QUAD         434.552600   10.035374  -5.672127  15.566192  4.026728  0.271044   0.155512  0.005641  0.016292 
 DM2AG4A      DRIF         434.752600   12.436450  -6.333249  13.999737  3.805549  0.302146   0.155512  0.005350  0.018149 
 SM1G4C16A    SEXT         434.952600   15.101974  -6.994371  12.521753  3.584371  0.333248   0.155512  0.005059  0.020009 
 DFT1         DRIF         435.185800   18.543915  -7.765239  10.910144  3.326476  0.369514   0.155512  0.004723  0.022179 
 DFT          DRIF         435.207800   18.887185  -7.837963  10.764314  3.302147  0.372935   0.155512  0.004691  0.022384 
 FM1G4C16A    MARK         435.207800   18.887185  -7.837963  10.764314  3.302147  0.372935   0.155512  0.004691  0.022384 
 DFT          DRIF         435.229800   19.233656  -7.910686  10.619555  3.277817  0.376356   0.155512  0.004659  0.022589 
 DM2BG4A      DRIF         435.522200   24.142447  -8.877246  8.797238  2.954454  0.421828   0.155512  0.004241  0.025313 
 PM1G4C16A    MONI         435.522200   24.142447  -8.877246  8.797238  2.954454  0.421828   0.155512  0.004241  0.025313 
 DBPM03       DRIF         435.606100   25.655318  -9.154587  8.309266  2.861670  0.434875   0.155512  0.004121  0.026095 
 QM2G4C16A    QUAD         435.889100   28.330864  0.010891  7.513570  0.041127  0.457058   -0.000023  0.003919  0.027424 
 DM2CG4A      DRIF         436.072600   28.328056  0.004414  7.502966  0.016664  0.457054   -0.000023  0.003916  0.027423 
 SM2HG4C16B   SEXT         436.197600   28.327504  0.000001  7.500883  -0.000001  0.457051   -0.000023  0.003916  0.027423 
 MK3G4C16B    MARK         436.197600   28.327504  0.000001  7.500883  -0.000001  0.457051   -0.000023  0.003916  0.027423 
 SM2HG4C16B   SEXT         436.322600   28.328055  -0.004412  7.502966  -0.016666  0.457048   -0.000023  0.003916  0.027423 
 DM2CG4B      DRIF         436.506100   28.330863  -0.010890  7.513572  -0.041130  0.457044   -0.000023  0.003919  0.027424 
 QM2G4C16B    QUAD         436.789100   25.655316  9.154588  8.309268  -2.861673  0.434849   -0.155551  0.004121  0.026094 
 DM2BG4B      DRIF         437.292600   17.274659  7.490213  11.471330  -3.418490  0.356529   -0.155551  0.004843  0.021403 
 SM1G4C16B    SEXT         437.492600   14.410798  6.829091  12.882962  -3.639669  0.325419   -0.155551  0.005132  0.019542 
 DM2AG4B      DRIF         437.754860   11.056164  5.962162  14.868105  -3.929701  0.284624   -0.155551  0.005513  0.017105 
 PM1G4C16B    MONI         437.754860   11.056164  5.962162  14.868105  -3.929701  0.284624   -0.155551  0.005513  0.017105 
 DBPM04       DRIF         437.842600   10.035372  5.672127  15.566203  -4.026732  0.270976   -0.155551  0.005641  0.016290 
 QM1G4C16B    QUAD         438.092600   7.825752  3.313744  16.812449  -0.874563  0.238591   -0.104607  0.005863  0.014365 
 DM1EG4B      DRIF         438.201600   7.121546  3.146870  17.004351  -0.886005  0.227189   -0.104607  0.005896  0.013691 
 DFCH         DRIF         438.351600   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 CM1YG4C16B   VKICK        438.351600   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 CM1XG4C16B   HKICK        438.351600   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 DFCH         DRIF         438.501600   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 GEG4C16B     MULT         438.501600   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 GSG5C16B     MULT         438.501600   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 DM1DG5B1     DRIF         438.601600   4.849003  2.534487  17.729951  -0.927994  0.185346   -0.104607  0.006020  0.011233 
 DPWG5B       DRIF         438.801600   3.896447  2.228295  18.105347  -0.948989  0.164425   -0.104607  0.006084  0.010018 
 DM1CG5B1     DRIF         439.067600   2.819318  1.821060  18.617637  -0.976912  0.136600   -0.104607  0.006169  0.008424 
 B1G5C16B     SBEN         441.687600   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 MK2G5C16B    MARK         441.687600   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 GEG5C16B     MULT         441.687600   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 DL4BG6B      DRIF         441.905400   4.788566  -2.516167  24.731580  -1.172605  0.000133   0.000209  0.007110  0.008560 
 GSG6C16B     MULT         441.905400   4.788566  -2.516167  24.731580  -1.172605  0.000133   0.000209  0.007110  0.008560 
 DL4AG6B      DRIF         442.275100   6.858268  -3.082162  25.611729  -1.208108  0.000210   0.000209  0.007236  0.010244 
 QL3G6C16B    QUAD         442.550100   9.605688  -7.280739  23.456525  8.748759  0.000281   0.000308  0.006925  0.012123 
 DBPM05       DRIF         442.624820   10.725113  -7.700862  22.167566  8.501756  0.000304   0.000308  0.006732  0.012810 
 PL2G6C16B    MONI         442.624820   10.725113  -7.700862  22.167566  8.501756  0.000304   0.000308  0.006732  0.012810 
 DL3CG6B      DRIF         442.712600   12.120401  -8.194416  20.700470  8.211579  0.000331   0.000308  0.006505  0.013618 
 SL3G6C16B    SEXT         442.912600   15.623072  -9.318940  17.548067  7.550435  0.000392   0.000308  0.005989  0.015461 
 DL3BG6B      DRIF         443.070100   18.698015  -10.204504  15.251683  7.029783  0.000441   0.000308  0.005584  0.016914 
 DSCH         DRIF         443.170100   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 CL2YG6C16B   VKICK        443.170100   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 CL2XG6C16B   HKICK        443.170100   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 DSCH         DRIF         443.270100   23.004721  -11.329028  12.571999  6.368638  0.000503   0.000308  0.005070  0.018762 
 DL3AG6B      DRIF         443.478200   27.963354  -12.499096  10.064528  5.680717  0.000567   0.000308  0.004536  0.020685 
 QL2G6C16B    QUAD         443.926200   28.635103  11.186103  8.523477  -1.833413  0.000597   -0.000179  0.004174  0.020932 
 DL2CG6B      DRIF         444.176200   23.317345  10.084930  9.472164  -1.961337  0.000552   -0.000179  0.004400  0.018889 
 SL2G6C16B    SEXT         444.376200   19.459561  9.203990  10.277167  -2.063675  0.000516   -0.000179  0.004584  0.017255 
 DL2BG6B      DRIF         444.507450   17.119391  8.625874  10.827696  -2.130835  0.000493   -0.000179  0.004705  0.016185 
 DSCH         DRIF         444.607450   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 CL1YG6C16B   VKICK        444.607450   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 CL1XG6C16B   HKICK        444.607450   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 DSCH         DRIF         444.707450   13.845229  7.744935  11.700498  -2.233174  0.000457   -0.000179  0.004891  0.014555 
 DL2AG6B      DRIF         444.838700   11.888062  7.166819  12.295521  -2.300333  0.000433   -0.000179  0.005014  0.013487 
 QL1G6C16B    QUAD         445.113700   9.435496  2.100070  12.104321  2.968008  0.000409   0.000000  0.004974  0.012016 
 DL1AG6B      DRIF         445.188500   9.124533  2.057180  11.664841  2.907391  0.000409   0.000000  0.004883  0.011816 
 PL1G6C16B    MONI         445.188500   9.124533  2.057180  11.664841  2.907391  0.000409   0.000000  0.004883  0.011816 
 DBPM06       DRIF         445.276200   8.768114  2.006893  11.161117  2.836321  0.000409   0.000000  0.004777  0.011583 
 SL1G6C16B    SEXT         445.476200   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 GEG6C16B     MULT         445.476200   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 GSG1C17A     MULT         445.476200   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 DL0BG1A      DRIF         445.922720   6.412795  1.636180  7.832369  2.312396  0.000409   0.000000  0.004001  0.009906 
 DFT          DRIF         445.944720   6.341081  1.623565  7.731015  2.294568  0.000409   0.000000  0.003975  0.009850 
 FL1G1C17A    MARK         445.944720   6.341081  1.623565  7.731015  2.294568  0.000409   0.000000  0.003975  0.009850 
 DFT          DRIF         445.966720   6.269921  1.610950  7.630447  2.276739  0.000409   0.000000  0.003950  0.009795 
 DFT2         DRIF         446.017720   6.107096  1.581707  7.400327  2.235410  0.000409   0.000000  0.003889  0.009667 
 DLDK         DRIF         446.112720   5.811747  1.527234  6.982913  2.158424  0.000409   0.000000  0.003778  0.009430 
 DL01G1A      DRIF         448.776200   1.743990  0.000000  1.233993  0.000000  0.000409   0.000000  0.001588  0.005166 
 MK5G1C17A    MARK         448.776200   1.743990  0.000000  1.233993  0.000000  0.000409   0.000000  0.001588  0.005166 
 DL02G1A      DRIF         451.573880   6.231983  -1.604184  7.576828  -2.267177  0.000409   0.000000  0.003936  0.009765 
 DLDK         DRIF         451.668880   6.541953  -1.658657  8.014906  -2.344163  0.000409   0.000000  0.004048  0.010005 
 DFT2         DRIF         451.719880   6.712627  -1.687900  8.256118  -2.385492  0.000409   0.000000  0.004108  0.010135 
 DFT          DRIF         451.741880   6.787172  -1.700515  8.361472  -2.403320  0.000409   0.000000  0.004134  0.010191 
 FL2G1C17A    MARK         451.741880   6.787172  -1.700515  8.361472  -2.403320  0.000409   0.000000  0.004134  0.010191 
 DFT          DRIF         451.763880   6.862272  -1.713130  8.467610  -2.421149  0.000409   0.000000  0.004161  0.010247 
 DL0AG1A      DRIF         452.076200   7.988293  -1.892213  10.059004  -2.674246  0.000409   0.000000  0.004535  0.011056 
 GEG1C17A     MULT         452.076200   7.988293  -1.892213  10.059004  -2.674246  0.000409   0.000000  0.004535  0.011056 
 GSG2C17A     MULT         452.076200   7.988293  -1.892213  10.059004  -2.674246  0.000409   0.000000  0.004535  0.011056 
 SL1G2C17A    SEXT         452.276200   8.768114  -2.006893  11.161117  -2.836321  0.000409   0.000000  0.004777  0.011583 
 DL1AG2A      DRIF         452.366200   9.133999  -2.058499  11.678219  -2.909255  0.000409   0.000000  0.004886  0.011822 
 PL1G2C17A    MONI         452.366200   9.133999  -2.058499  11.678219  -2.909255  0.000409   0.000000  0.004886  0.011822 
 DBPM07       DRIF         452.438700   9.435496  -2.100070  12.104321  -2.968008  0.000409   0.000000  0.004974  0.012016 
 QL1G2C17A    QUAD         452.713700   11.888062  -7.166819  12.295521  2.300333  0.000433   0.000179  0.005014  0.013487 
 DL2AG2A      DRIF         452.844950   13.845229  -7.744935  11.700498  2.233174  0.000457   0.000179  0.004891  0.014555 
 DSCH         DRIF         452.944950   15.438263  -8.185405  11.258980  2.182004  0.000475   0.000179  0.004798  0.015369 
 CL1XG2C17A   HKICK        452.944950   15.438263  -8.185405  11.258980  2.182004  0.000475   0.000179  0.004798  0.015369 
 CL1YG2C17A   VKICK        452.944950   15.438263  -8.185405  11.258980  2.182004  0.000475   0.000179  0.004798  0.015369 
 DSCH         DRIF         453.044950   17.119391  -8.625874  10.827696  2.130835  0.000493   0.000179  0.004705  0.016185 
 DL2BG2A      DRIF         453.176200   19.459561  -9.203990  10.277167  2.063675  0.000516   0.000179  0.004584  0.017255 
 SL2G2C17A    SEXT         453.376200   23.317345  -10.084930  9.472164  1.961337  0.000552   0.000179  0.004400  0.018889 
 DL2CG2A      DRIF         453.626200   28.635103  -11.186103  8.523477  1.833413  0.000597   0.000179  0.004174  0.020932 
 QL2G2C17A    QUAD         454.074200   27.963354  12.499096  10.064528  -5.680717  0.000567   -0.000308  0.004536  0.020685 
 DL3AG2A      DRIF         454.282300   23.004721  11.329028  12.571999  -6.368638  0.000503   -0.000308  0.005070  0.018762 
 DSCH         DRIF         454.382300   20.795142  10.766766  13.878783  -6.699211  0.000472   -0.000308  0.005327  0.017838 
 CL2XG2C17A   HKICK        454.382300   20.795142  10.766766  13.878783  -6.699211  0.000472   -0.000308  0.005327  0.017838 
 CL2YG2C17A   VKICK        454.382300   20.795142  10.766766  13.878783  -6.699211  0.000472   -0.000308  0.005327  0.017838 
 DSCH         DRIF         454.482300   18.698015  10.204504  15.251683  -7.029783  0.000441   -0.000308  0.005584  0.016914 
 DL3BG2A      DRIF         454.639800   15.623072  9.318940  17.548067  -7.550435  0.000392   -0.000308  0.005989  0.015461 
 SL3G2C17A    SEXT         454.839800   12.120401  8.194416  20.700470  -8.211579  0.000331   -0.000308  0.006505  0.013618 
 DL3CG2A      DRIF         454.929880   10.689719  7.687930  22.206692  -8.509359  0.000303   -0.000308  0.006738  0.012789 
 PL2G2C17A    MONI         454.929880   10.689719  7.687930  22.206692  -8.509359  0.000303   -0.000308  0.006738  0.012789 
 DBPM08       DRIF         455.002300   9.605688  7.280739  23.456525  -8.748759  0.000281   -0.000308  0.006925  0.012123 
 QL3G2C17A    QUAD         455.277300   6.858268  3.082162  25.611729  1.208108  0.000210   -0.000209  0.007236  0.010244 
 DL4AG2A      DRIF         455.846500   3.845548  2.210741  24.267532  1.153447  0.000092   -0.000209  0.007043  0.007671 
 GEG2C17A     MULT         455.846500   3.845548  2.210741  24.267532  1.153447  0.000092   -0.000209  0.007043  0.007671 
 DL4BG3A      DRIF         455.864800   3.765147  2.182724  24.225348  1.151690  0.000088   -0.000209  0.007037  0.007590 
 GSG3C17A     MULT         455.864800   3.765147  2.182724  24.225348  1.151690  0.000088   -0.000209  0.007037  0.007590 
 MK1G3C17A    MARK         455.864800   3.765147  2.182724  24.225348  1.151690  0.000088   -0.000209  0.007037  0.007590 
 B1G3C17A     SBEN         458.484800   2.819318  -1.821060  18.617637  0.976912  0.136600   0.104607  0.006169  0.008424 
 GEG3C17A     MULT         458.484800   2.819318  -1.821060  18.617637  0.976912  0.136600   0.104607  0.006169  0.008424 
 GSG4C17A     MULT         458.484800   2.819318  -1.821060  18.617637  0.976912  0.136600   0.104607  0.006169  0.008424 
 DM1AG4A      DRIF         458.985800   5.028292  -2.588070  17.665120  0.924320  0.189008   0.104607  0.006009  0.011447 
 SQMHG4C17A   QUAD         459.085800   5.561216  -2.741166  17.481305  0.913823  0.199468   0.104607  0.005978  0.012059 
 CM1XG4C17A   HKICK        459.085800   5.561216  -2.741166  17.481305  0.913823  0.199468   0.104607  0.005978  0.012059 
 CM1YG4C17A   VKICK        459.085800   5.561216  -2.741166  17.481305  0.913823  0.199468   0.104607  0.005978  0.012059 
 SQMHG4C17A   QUAD         459.185800   6.124759  -2.894262  17.299590  0.903325  0.209929   0.104607  0.005947  0.012674 
 DM1BG4A      DRIF         459.459800   7.825752  -3.313744  16.812449  0.874563  0.238591   0.104607  0.005863  0.014365 
 QM1G4C17A    QUAD         459.709800   10.035372  -5.672127  15.566203  4.026732  0.270976   0.155551  0.005641  0.016290 
 DM2A2G4A     DRIF         459.909800   12.436447  -6.333249  13.999746  3.805553  0.302086   0.155551  0.005350  0.018148 
 SM1G4C17A    SEXT         460.109800   15.101971  -6.994372  12.521760  3.584375  0.333196   0.155551  0.005059  0.020007 
 DFT1         DRIF         460.343000   18.543913  -7.765240  10.910149  3.326480  0.369471   0.155551  0.004723  0.022178 
 DFT          DRIF         460.365000   18.887183  -7.837963  10.764319  3.302150  0.372893   0.155551  0.004691  0.022383 
 FM1G4C17A    MARK         460.365000   18.887183  -7.837963  10.764319  3.302150  0.372893   0.155551  0.004691  0.022383 
 DFT          DRIF         460.387000   19.233653  -7.910687  10.619560  3.277821  0.376315   0.155551  0.004659  0.022588 
 DM2B2G4A     DRIF         460.679400   24.142445  -8.877247  8.797242  2.954457  0.421798   0.155551  0.004241  0.025312 
 PM1G4C17A    MONI         460.679400   24.142445  -8.877247  8.797242  2.954457  0.421798   0.155551  0.004241  0.025312 
 DBPM09       DRIF         460.763300   25.655316  -9.154588  8.309268  2.861673  0.434849   0.155551  0.004121  0.026094 
 QM2G4C17A    QUAD         461.046300   28.330863  0.010890  7.513572  0.041130  0.457044   0.000023  0.003919  0.027424 
 DM2CG4A      DRIF         461.229800   28.328055  0.004412  7.502966  0.016666  0.457048   0.000023  0.003916  0.027423 
 SM2HG4C17B   SEXT         461.354800   28.327504  -0.000001  7.500883  0.000001  0.457051   0.000023  0.003916  0.027423 
 MK3G4C17B    MARK         461.354800   28.327504  -0.000001  7.500883  0.000001  0.457051   0.000023  0.003916  0.027423 
 SM2HG4C17B   SEXT         461.479800   28.328056  -0.004414  7.502966  -0.016664  0.457054   0.000023  0.003916  0.027423 
 DM2CG4B      DRIF         461.663300   28.330864  -0.010891  7.513570  -0.041127  0.457058   0.000023  0.003919  0.027424 
 QM2G4C17B    QUAD         461.946300   25.655318  9.154587  8.309266  -2.861670  0.434875   -0.155512  0.004121  0.026095 
 DM2B2G4B     DRIF         462.449800   17.274661  7.490213  11.471324  -3.418487  0.356575   -0.155512  0.004843  0.021405 
 SM1G4C17B    SEXT         462.649800   14.410801  6.829091  12.882955  -3.639665  0.325473   -0.155512  0.005132  0.019544 
 DM2A2G4B     DRIF         462.912060   11.056167  5.962162  14.868096  -3.929697  0.284688   -0.155512  0.005513  0.017107 
 PM1G4C17B    MONI         462.912060   11.056167  5.962162  14.868096  -3.929697  0.284688   -0.155512  0.005513  0.017107 
 DBPM10       DRIF         462.999800   10.035374  5.672127  15.566192  -4.026728  0.271044   -0.155512  0.005641  0.016292 
 QM1G4C17B    QUAD         463.249800   7.825755  3.313744  16.812437  -0.874560  0.238671   -0.104553  0.005863  0.014367 
 DM1EG4B      DRIF         463.358800   7.121549  3.146870  17.004338  -0.886002  0.227275   -0.104553  0.005896  0.013693 
 DFCH         DRIF         463.508800   6.211934  2.917226  17.272501  -0.901748  0.211592   -0.104553  0.005942  0.012769 
 CM1YG4C17B   VKICK        463.508800   6.211934  2.917226  17.272501  -0.901748  0.211592   -0.104553  0.005942  0.012769 
 CM1XG4C17B   HKICK        463.508800   6.211934  2.917226  17.272501  -0.901748  0.211592   -0.104553  0.005942  0.012769 
 DFCH         DRIF         463.658800   5.371213  2.687582  17.545387  -0.917494  0.195909   -0.104553  0.005989  0.011848 
 GEG4C17B     MULT         463.658800   5.371213  2.687582  17.545387  -0.917494  0.195909   -0.104553  0.005989  0.011848 
 GSG5C17B     MULT         463.658800   5.371213  2.687582  17.545387  -0.917494  0.195909   -0.104553  0.005989  0.011848 
